timestamp,x_nose,y_nose,z_nose,x_shoulder,y_shoulder,z_shoulder,hand_detected,face_detected,label
44,0.43810969591140747,0.6694232821464539,-1.3676319122314453,0.6970723271369934,0.8973616361618042,-0.5886676907539368,0,1,0
45,0.44041839241981506,0.6687883138656616,-1.6183522939682007,0.697104811668396,0.8972103595733643,-0.7556895017623901,0,1,0
46,0.44085749983787537,0.6687794923782349,-1.5735752582550049,0.69563889503479,0.8971447348594666,-0.745124101638794,0,1,0
47,0.44034871459007263,0.6689201593399048,-1.488806962966919,0.6956269145011902,0.897088885307312,-0.7216647863388062,0,1,0
48,0.43945854902267456,0.6684727072715759,-1.470961332321167,0.6955866813659668,0.8979912400245667,-0.6666032671928406,0,1,0
49,0.4378798007965088,0.6723724007606506,-1.5846123695373535,0.6957098245620728,0.8978906273841858,-0.8012213706970215,0,1,0
50,0.4392405152320862,0.6768836379051208,-1.5195232629776,0.6957733631134033,0.8978220820426941,-0.7673965692520142,0,1,0
51,0.43918290734291077,0.6771059036254883,-1.4488142728805542,0.69398432970047,0.8977106809616089,-0.7279636859893799,0,1,0
52,0.4382113814353943,0.6789658069610596,-1.4147393703460693,0.6939791440963745,0.8986913561820984,-0.6862085461616516,0,1,0
53,0.4380994737148285,0.6788870692253113,-1.5393186807632446,0.6947510242462158,0.9017047882080078,-0.737526535987854,0,1,0
54,0.43705248832702637,0.6788069009780884,-1.5331833362579346,0.6949161887168884,0.9031756520271301,-0.7371715307235718,0,1,0
55,0.438267320394516,0.6886136531829834,-1.8052723407745361,0.6939206123352051,0.9044318795204163,-0.9482579231262207,0,1,0
56,0.4638400077819824,0.7174412608146667,-2.0982468128204346,0.6944247484207153,0.8990586996078491,-1.156630277633667,0,1,0
57,0.4723009467124939,0.729274332523346,-2.3347601890563965,0.6945589184761047,0.8986428380012512,-1.2793933153152466,0,1,0
58,0.48572272062301636,0.7404707074165344,-2.358719825744629,0.6945570707321167,0.8981655836105347,-1.33755362033844,0,1,0
59,0.4877372682094574,0.742777407169342,-2.342902660369873,0.695502758026123,0.8987805247306824,-1.335002064704895,0,1,0
60,0.4899519085884094,0.7401772737503052,-2.112217426300049,0.6953392624855042,0.8988588452339172,-1.200211524963379,0,1,0
61,0.49424371123313904,0.7371860146522522,-2.0477771759033203,0.6959591507911682,0.8999815583229065,-1.1519423723220825,0,1,0
62,0.5004265904426575,0.7353094816207886,-1.9167308807373047,0.6962655782699585,0.8983048796653748,-1.0034431219100952,0,1,0
63,0.49934425950050354,0.7345544695854187,-1.9220176935195923,0.6995344161987305,0.899260938167572,-1.0377416610717773,0,1,0
64,0.49863576889038086,0.7239328622817993,-1.9401016235351562,0.6994807720184326,0.9023709893226624,-1.037776231765747,0,1,0
65,0.4971364140510559,0.7141616344451904,-2.146703004837036,0.7001582384109497,0.9032850861549377,-1.1432623863220215,0,1,0
66,0.49610480666160583,0.7061149477958679,-2.0803675651550293,0.7005549669265747,0.9030230045318604,-1.1398727893829346,0,1,0
67,0.49558788537979126,0.6948068737983704,-1.863936424255371,0.70085209608078,0.904110312461853,-0.9022099375724792,0,1,0
68,0.4954224228858948,0.687837541103363,-1.6432735919952393,0.7000234127044678,0.9063920378684998,-0.7657288908958435,0,1,0
69,0.49467626214027405,0.6768919825553894,-1.6236107349395752,0.699420154094696,0.9075856804847717,-0.6971231698989868,0,1,0
70,0.48903465270996094,0.6586287021636963,-1.6010805368423462,0.6987544298171997,0.9060814380645752,-0.6511946320533752,0,1,0
71,0.48576226830482483,0.6387461423873901,-1.6145613193511963,0.6997475028038025,0.9063226580619812,-0.6602052450180054,0,1,0
72,0.4857564866542816,0.6237865686416626,-1.5109018087387085,0.6964548826217651,0.9013830423355103,-0.5370553135871887,0,1,0
73,0.48601022362709045,0.6160876750946045,-1.520243763923645,0.6923193335533142,0.901658833026886,-0.5283958315849304,0,1,0
74,0.4861849844455719,0.6111389994621277,-1.454643964767456,0.6929477453231812,0.9002673625946045,-0.5172169208526611,0,1,0
75,0.487928569316864,0.6057903170585632,-1.4516091346740723,0.6894587874412537,0.8999444246292114,-0.5077829360961914,0,1,0
76,0.48795944452285767,0.5896875858306885,-1.5075621604919434,0.6896089315414429,0.8999844789505005,-0.5221329927444458,0,1,1
77,0.48612865805625916,0.5829039812088013,-1.5373809337615967,0.6893314123153687,0.9009098410606384,-0.5453094244003296,0,1,1
78,0.48427027463912964,0.5761026740074158,-1.488512635231018,0.6897269487380981,0.9015171527862549,-0.5110689401626587,0,1,1
79,0.4837478697299957,0.5653601288795471,-1.5034598112106323,0.6899312734603882,0.8989329934120178,-0.5450111031532288,0,1,1
80,0.48300012946128845,0.5578662157058716,-1.551964521408081,0.6900177597999573,0.8905271291732788,-0.5604065656661987,0,1,1
81,0.48413175344467163,0.5589898228645325,-1.5534415245056152,0.6899210214614868,0.8908581137657166,-0.5682044625282288,0,1,1
82,0.4839239716529846,0.5544055700302124,-1.554587721824646,0.6910110712051392,0.8925659656524658,-0.5640910863876343,0,1,1
83,0.48392462730407715,0.5539184808731079,-1.4986522197723389,0.6912468075752258,0.892727255821228,-0.5439063310623169,0,1,1
84,0.48250651359558105,0.5350903272628784,-1.4247123003005981,0.6906887888908386,0.8884150385856628,-0.4330810606479645,0,1,1
85,0.4768819212913513,0.5291078686714172,-1.3912757635116577,0.6906818747520447,0.8866108655929565,-0.39745277166366577,0,1,1
86,0.47422975301742554,0.5218390226364136,-1.2721248865127563,0.6896831393241882,0.8820241093635559,-0.3408658504486084,0,1,1
87,0.47388729453086853,0.5198773145675659,-1.2307556867599487,0.6896938681602478,0.8764362335205078,-0.31875115633010864,0,1,1
88,0.4729298949241638,0.5147932171821594,-1.2633891105651855,0.6897095441818237,0.8744480609893799,-0.33579906821250916,0,1,1
89,0.4677268862724304,0.518382728099823,-1.3185704946517944,0.6886001825332642,0.8721029162406921,-0.3713197708129883,0,1,1
90,0.46038588881492615,0.5203510522842407,-1.245078444480896,0.6862982511520386,0.8685925006866455,-0.35942989587783813,0,1,1
91,0.44968661665916443,0.5213372707366943,-1.2854050397872925,0.6861803531646729,0.8532267212867737,-0.3770708441734314,0,1,1
92,0.4306970238685608,0.524674117565155,-1.235657811164856,0.6856484413146973,0.8504673838615417,-0.37253236770629883,0,1,1
93,0.4222736954689026,0.5271507501602173,-1.1324375867843628,0.68391352891922,0.847924530506134,-0.2412383109331131,0,1,1
94,0.41175979375839233,0.5274235606193542,-1.1610018014907837,0.6812978386878967,0.847207248210907,-0.29865890741348267,0,1,1
95,0.4016396403312683,0.527613639831543,-1.1149492263793945,0.6808140873908997,0.8468713164329529,-0.3005072772502899,0,1,1
96,0.4013338088989258,0.5295562744140625,-1.1046011447906494,0.6807764768600464,0.845477819442749,-0.306445449590683,0,1,1
97,0.4035789370536804,0.5319536924362183,-1.1448743343353271,0.6798735857009888,0.8444003462791443,-0.313736230134964,0,1,1
98,0.3997926712036133,0.5338869690895081,-1.1574997901916504,0.678022027015686,0.8436327576637268,-0.3181578516960144,0,1,1
99,0.40277332067489624,0.5340030193328857,-1.161467432975769,0.6751543879508972,0.8412156701087952,-0.293526828289032,0,1,1
100,0.4040100574493408,0.5303812623023987,-1.2113651037216187,0.6697977781295776,0.8402884006500244,-0.29737043380737305,0,1,1
101,0.40678340196609497,0.5286905765533447,-1.2895759344100952,0.6643655896186829,0.844359815120697,-0.37151795625686646,0,1,1
102,0.40996217727661133,0.5288000702857971,-1.3668677806854248,0.6598672866821289,0.8543189167976379,-0.43220558762550354,0,1,1
103,0.43406710028648376,0.5289250016212463,-1.369123101234436,0.6567666530609131,0.866298496723175,-0.4436514377593994,0,1,1
104,0.4497309625148773,0.5290647745132446,-1.3963741064071655,0.6533750295639038,0.8763421773910522,-0.4549872875213623,0,1,1
105,0.4655327796936035,0.5326753854751587,-1.3630255460739136,0.6489483714103699,0.8778399229049683,-0.402777761220932,0,1,1
106,0.5397615432739258,0.5789041519165039,-1.169455647468567,0.6254732012748718,0.8799373507499695,-0.18194076418876648,0,1,1
107,0.5622970461845398,0.5999369025230408,-1.1267752647399902,0.6219621896743774,0.8794623017311096,-0.15940020978450775,0,1,0
108,0.5692934989929199,0.6153316497802734,-1.0823146104812622,0.6212395429611206,0.8801450133323669,-0.15009072422981262,0,1,0
109,0.5676637887954712,0.6134583353996277,-1.1222480535507202,0.6224603056907654,0.8806798458099365,-0.19687575101852417,0,1,0
110,0.5632535219192505,0.6138746738433838,-1.148128628730774,0.6244667172431946,0.8819239139556885,-0.21335728466510773,0,1,0
111,0.5612821578979492,0.6164271831512451,-1.137505292892456,0.6257758140563965,0.8832236528396606,-0.22495654225349426,0,1,0
112,0.5543683767318726,0.619717001914978,-1.1186954975128174,0.6249896287918091,0.883143961429596,-0.2344498634338379,0,1,0
113,0.5512992739677429,0.6212483644485474,-1.1322959661483765,0.6236595511436462,0.883358895778656,-0.2427012026309967,0,1,0
114,0.5488407611846924,0.6225298643112183,-1.1347854137420654,0.6224043965339661,0.8843495845794678,-0.2460189163684845,0,1,0
115,0.5476202964782715,0.6220945119857788,-1.1164733171463013,0.6219490766525269,0.8842605352401733,-0.244749516248703,0,1,0
116,0.5469900965690613,0.6201032996177673,-1.1562151908874512,0.6215359568595886,0.8845835328102112,-0.27735835313796997,0,1,0
117,0.5105759501457214,0.576708972454071,-1.014967679977417,0.6348875761032104,0.8818086981773376,-0.27627959847450256,0,1,1
118,0.4884569048881531,0.560029923915863,-1.0001857280731201,0.6421634554862976,0.8807753920555115,-0.26061099767684937,0,1,1
119,0.46528464555740356,0.5507516860961914,-1.041892170906067,0.6490739583969116,0.8806424736976624,-0.29304808378219604,0,1,1
120,0.4506065845489502,0.5482197999954224,-1.0274145603179932,0.6547653675079346,0.8806263208389282,-0.29030841588974,0,1,1
121,0.4559042453765869,0.5481094121932983,-1.1142891645431519,0.6564337015151978,0.8776151537895203,-0.35672152042388916,0,1,1
122,0.44812434911727905,0.5504207611083984,-1.2515969276428223,0.6618179082870483,0.874706506729126,-0.4100891053676605,0,1,1
123,0.43688398599624634,0.5520573854446411,-1.2940819263458252,0.6638784408569336,0.8721280694007874,-0.4233037829399109,0,1,1
124,0.434349000453949,0.5529306530952454,-1.4014546871185303,0.663434624671936,0.8660328388214111,-0.46755319833755493,0,1,1
125,0.42327991127967834,0.5539888143539429,-1.4818223714828491,0.6700367331504822,0.8654798269271851,-0.5466173887252808,0,1,1
126,0.4174512028694153,0.5546703934669495,-1.417722225189209,0.6708098649978638,0.8652107119560242,-0.4839809834957123,0,1,1
127,0.416743665933609,0.5554948449134827,-1.4442675113677979,0.67020183801651,0.8651713728904724,-0.4785485863685608,0,1,1
128,0.41623347997665405,0.5566940903663635,-1.521104335784912,0.6702657341957092,0.8652274012565613,-0.5073633790016174,0,1,1
129,0.4185812473297119,0.5607330203056335,-1.4856204986572266,0.6713663339614868,0.8653154373168945,-0.5313514471054077,0,1,1
130,0.42108696699142456,0.5623314380645752,-1.511629581451416,0.6733251810073853,0.8651752471923828,-0.5649687051773071,0,1,1
131,0.4222956597805023,0.5625918507575989,-1.484215259552002,0.6748563051223755,0.8647652864456177,-0.4786032736301422,0,1,1
132,0.422832727432251,0.562784731388092,-1.4543194770812988,0.6750267744064331,0.8650304079055786,-0.48906460404396057,0,1,1
133,0.42405328154563904,0.5629394054412842,-1.4616247415542603,0.6782299280166626,0.8658920526504517,-0.5023132562637329,0,1,1
134,0.4247059226036072,0.5630956292152405,-1.4706774950027466,0.6791433691978455,0.8670341968536377,-0.514124870300293,0,1,1
135,0.42540931701660156,0.5632034540176392,-1.4641873836517334,0.6794940829277039,0.868676483631134,-0.49728068709373474,0,1,1
136,0.4260716438293457,0.5632956027984619,-1.4671330451965332,0.6822882294654846,0.8704823851585388,-0.496304988861084,0,1,1
